descriptions,words
"John Hunter puts all the problems of the world on a 4'x5' plywood board — and lets his 4th-graders solve them. At TED2011, he explains how his World Peace Game engages schoolkids, and why the complex lessons it teaches — spontaneous, and always surprising — go further than classroom lectures can.","['john', 'hunter', 'puts', 'problems', 'world', ""'x"", 'plywood', 'board', 'lets', 'th-graders', 'solve', 'ted', 'explains', 'world', 'peace', 'game', 'engages', 'schoolkids', 'complex', 'lessons', 'teaches', 'spontaneous', 'always', 'surprising', 'go', 'classroom', 'lectures', 'can']"
"All over the planet, giant telescopes and detectors are looking (and listening) for clues to the workings of the universe. At the INK Conference, science writer Anil Ananthaswamy tours us around these amazing installations, taking us to some of the most remote and silent places on Earth.","['planet', 'giant', 'telescopes', 'detectors', 'looking', 'listening', 'clues', 'workings', 'universe', 'ink', 'conference', 'science', 'writer', 'anil', 'ananthaswamy', 'tours', 'us', 'around', 'amazing', 'installations', 'taking', 'us', 'remote', 'silent', 'places', 'earth']"
"Richard Dawkins urges all atheists to openly state their position — and to fight the incursion of the church into politics and science. A fiery, funny, powerful talk.","['richard', 'dawkins', 'urges', 'atheists', 'openly', 'state', 'position', 'fight', 'incursion', 'church', 'politics', 'science', 'fiery', 'funny', 'powerful', 'talk']"
"Ric Elias had a front-row seat on Flight 1549, the plane that crash-landed in the Hudson River in New York in January 2009. What went through his mind as the doomed plane went down? At TED, he tells his story publicly for the first time.","['ric', 'elias', 'front-row', 'seat', 'flight', 'plane', 'crash-landed', 'hudson', 'river', 'new', 'york', 'january', 'went', 'mind', 'doomed', 'plane', 'went', 'ted', 'tells', 'story', 'publicly', 'first', 'time']"
"Medical ethicist Harvey Fineberg shows us three paths forward for the ever-evolving human species: to stop evolving completely, to evolve naturally — or to control the next steps of human evolution, using genetic modification, to make ourselves smarter, faster, better. Neo-evolution is within our grasp. What will we do with it?","['medical', 'ethicist', 'harvey', 'fineberg', 'shows', 'us', 'three', 'paths', 'forward', 'ever-evolving', 'human', 'species', 'stop', 'evolving', 'completely', 'evolve', 'naturally', 'control', 'next', 'steps', 'human', 'evolution', 'using', 'genetic', 'modification', 'make', 'smarter', 'faster', 'better', 'neo-evolution', 'within', 'grasp', 'will']"
"The feeling of security and the reality of security don't always match, says computer-security expert Bruce Schneier. In his talk, he explains why we spend billions addressing news story risks, like the ""security theater"" now playing at your local airport, while neglecting more probable risks — and how we can break this pattern.","['feeling', 'security', 'reality', 'security', 'always', 'match', 'says', 'computer-security', 'expert', 'bruce', 'schneier', 'talk', 'explains', 'spend', 'billions', 'addressing', 'news', 'story', 'risks', 'like', 'security', 'theater', 'now', 'playing', 'local', 'airport', 'neglecting', 'probable', 'risks', 'can', 'break', 'pattern']"
"Inspired by an abalone shell, Angela Belcher programs viruses to make elegant nanoscale structures that humans can use. Selecting for high-performing genes through directed evolution, she's produced viruses that can construct powerful new batteries, clean hydrogen fuels and record-breaking solar cells. In her talk, she shows us how it's done.","['inspired', 'abalone', 'shell', 'angela', 'belcher', 'programs', 'viruses', 'make', 'elegant', 'nanoscale', 'structures', 'humans', 'can', 'use', 'selecting', 'high-performing', 'genes', 'directed', 'evolution', 'produced', 'viruses', 'can', 'construct', 'powerful', 'new', 'batteries', 'clean', 'hydrogen', 'fuels', 'record-breaking', 'solar', 'cells', 'talk', 'shows', 'us', 'done']"
"Software developer Mike Matas demos the first full-length interactive book for the iPad — with clever, swipeable video and graphics and some very cool data visualizations to play with. The book is ""Our Choice,"" Al Gore's sequel to ""An Inconvenient Truth."" ","['software', 'developer', 'mike', 'matas', 'demos', 'first', 'full-length', 'interactive', 'book', 'ipad', 'clever', 'swipeable', 'video', 'graphics', 'cool', 'data', 'visualizations', 'play', 'book', 'choice', 'al', ""gore's"", 'sequel', 'inconvenient', 'truth']"
"At the INK Conference, Arvind Gupta shares simple yet stunning plans for turning trash into seriously entertaining, well-designed toys that kids can build themselves — while learning basic principles of science and design. ","['ink', 'conference', 'arvind', 'gupta', 'shares', 'simple', 'yet', 'stunning', 'plans', 'turning', 'trash', 'seriously', 'entertaining', 'well-designed', 'toys', 'kids', 'can', 'build', 'learning', 'basic', 'principles', 'science', 'design']"
"Phyllis Rodriguez and Aicha el-Wafi have a powerful friendship born of unthinkable loss. Rodriguez' son was killed in the World Trade Center attacks on September 11, 2001; el-Wafi's son Zacarias Moussaoui was convicted of a role in those attacks and is serving a life sentence. In hoping to find peace, these two moms have come to understand and respect one another.","['phyllis', 'rodriguez', 'aicha', 'el-wafi', 'powerful', 'friendship', 'born', 'unthinkable', 'loss', 'rodriguez', 'son', 'killed', 'world', 'trade', 'center', 'attacks', 'september', ""el-wafi's"", 'son', 'zacarias', 'moussaoui', 'convicted', 'role', 'attacks', 'serving', 'life', 'sentence', 'hoping', 'find', 'peace', 'two', 'moms', 'come', 'understand', 'respect', 'one', 'another']"
"With his team at SENSEable City Lab, MIT's Carlo Ratti makes cool things by sensing the data we create. He pulls from passive data sets — like the calls we make, the garbage we throw away — to create surprising visualizations of city life. And he and his team create dazzling interactive environments from moving water and flying light, powered by simple gestures caught through sensors.","['team', 'senseable', 'city', 'lab', ""mit's"", 'carlo', 'ratti', 'makes', 'cool', 'things', 'sensing', 'data', 'create', 'pulls', 'passive', 'data', 'sets', 'like', 'calls', 'make', 'garbage', 'throw', 'away', 'create', 'surprising', 'visualizations', 'city', 'life', 'team', 'create', 'dazzling', 'interactive', 'environments', 'moving', 'water', 'flying', 'light', 'powered', 'simple', 'gestures', 'caught', 'sensors']"
"Designer Suzanne Lee shares her experiments in growing a kombucha-based material that can be used like fabric or vegetable leather to make clothing. The process is fascinating, the results are beautiful (though there's still one minor drawback ...) and the potential is simply stunning.","['designer', 'suzanne', 'lee', 'shares', 'experiments', 'growing', 'kombucha-based', 'material', 'can', 'used', 'like', 'fabric', 'vegetable', 'leather', 'make', 'clothing', 'process', 'fascinating', 'results', 'beautiful', 'though', 'still', 'one', 'minor', 'drawback', 'potential', 'simply', 'stunning']"
"Cosmologist Sean Carroll attacks — in an entertaining and thought-provoking tour through the nature of time and the universe — a deceptively simple question: Why does time exist at all? The potential answers point to a surprising view of the nature of the universe, and our place in it.","['cosmologist', 'sean', 'carroll', 'attacks', 'entertaining', 'thought-provoking', 'tour', 'nature', 'time', 'universe', 'deceptively', 'simple', 'question', 'time', 'exist', 'potential', 'answers', 'point', 'surprising', 'view', 'nature', 'universe', 'place']"
"Satirist Tom Rielly delivers a wicked parody of the 2006 TED conference, taking down the $100 laptop, the plight of the polar bear, and people who mention, one too many times, that they work at Harvard. Watch for a special moment between Tom and Al Gore.","['satirist', 'tom', 'rielly', 'delivers', 'wicked', 'parody', 'ted', 'conference', 'taking', 'laptop', 'plight', 'polar', 'bear', 'people', 'mention', 'one', 'many', 'times', 'work', 'harvard', 'watch', 'special', 'moment', 'tom', 'al', 'gore']"
"Pollination: it's vital to life on Earth, but largely unseen by the human eye. Filmmaker Louie Schwartzberg shows us the intricate world of pollen and pollinators with gorgeous high-speed images from his film ""Wings of Life,"" inspired by the vanishing of one of nature's primary pollinators, the honeybee.","['pollination', 'vital', 'life', 'earth', 'largely', 'unseen', 'human', 'eye', 'filmmaker', 'louie', 'schwartzberg', 'shows', 'us', 'intricate', 'world', 'pollen', 'pollinators', 'gorgeous', 'high-speed', 'images', 'film', 'wings', 'life', 'inspired', 'vanishing', 'one', ""nature's"", 'primary', 'pollinators', 'honeybee']"
"Diving under the Antarctic ice to get close to the much-feared leopard seal, photographer Paul Nicklen found an extraordinary new friend. Share his hilarious, passionate stories of the polar wonderlands, illustrated by glorious images of the animals who live on and under the ice.","['diving', 'antarctic', 'ice', 'get', 'close', 'much-feared', 'leopard', 'seal', 'photographer', 'paul', 'nicklen', 'found', 'extraordinary', 'new', 'friend', 'share', 'hilarious', 'passionate', 'stories', 'polar', 'wonderlands', 'illustrated', 'glorious', 'images', 'animals', 'live', 'ice']"
"Fiorenzo Omenetto shares 20+ astonishing new uses for silk, one of nature's most elegant materials — in transmitting light, improving sustainability, adding strength and making medical leaps and bounds. On stage, he shows a few intriguing items made of the versatile stuff.","['fiorenzo', 'omenetto', 'shares', 'astonishing', 'new', 'uses', 'silk', 'one', ""nature's"", 'elegant', 'materials', 'transmitting', 'light', 'improving', 'sustainability', 'adding', 'strength', 'making', 'medical', 'leaps', 'bounds', 'stage', 'shows', 'intriguing', 'items', 'made', 'versatile', 'stuff']"
"Ron Gutman reviews a raft of studies about smiling, and reveals some surprising results. Did you know your smile can be a predictor of how long you'll live — and that a simple smile has a measurable effect on your overall well-being? Prepare to flex a few facial muscles as you learn more about this evolutionarily contagious behavior.","['ron', 'gutman', 'reviews', 'raft', 'studies', 'smiling', 'reveals', 'surprising', 'results', 'know', 'smile', 'can', 'predictor', 'long', 'live', 'simple', 'smile', 'measurable', 'effect', 'overall', 'well-being', 'prepare', 'flex', 'facial', 'muscles', 'learn', 'evolutionarily', 'contagious', 'behavior']"
"Imagine being able to see artwork in the greatest museums around the world without leaving your chair. Driven by his passion for art, Amit Sood tells the story of how he developed Art Project to let people do just that.","['imagine', 'able', 'see', 'artwork', 'greatest', 'museums', 'around', 'world', 'without', 'leaving', 'chair', 'driven', 'passion', 'art', 'amit', 'sood', 'tells', 'story', 'developed', 'art', 'project', 'let', 'people', 'just']"
"What's it like to be pals with a genius? Physicist Leonard Susskind spins a few stories about his friendship with the legendary Richard Feynman, discussing his unconventional approach to problems both serious and ... less so.","['like', 'pals', 'genius', 'physicist', 'leonard', 'susskind', 'spins', 'stories', 'friendship', 'legendary', 'richard', 'feynman', 'discussing', 'unconventional', 'approach', 'problems', 'serious', 'less']"
"Ed Boyden shows how, by inserting genes for light-sensitive proteins into brain cells, he can selectively activate or de-activate specific neurons with fiber-optic implants. With this unprecedented level of control, he's managed to cure mice of analogs of PTSD and certain forms of blindness. On the horizon: neural prosthetics. Session host Juan Enriquez leads a brief post-talk Q&A.","['ed', 'boyden', 'shows', 'inserting', 'genes', 'light-sensitive', 'proteins', 'brain', 'cells', 'can', 'selectively', 'activate', 'de-activate', 'specific', 'neurons', 'fiber-optic', 'implants', 'unprecedented', 'level', 'control', 'managed', 'cure', 'mice', 'analogs', 'ptsd', 'certain', 'forms', 'blindness', 'horizon', 'neural', 'prosthetics', 'session', 'host', 'juan', 'enriquez', 'leads', 'brief', 'post-talk', 'q&a']"
"A future more beautiful? Architect Thomas Heatherwick shows five recent projects featuring ingenious bio-inspired designs. Some are remakes of the ordinary: a bus, a bridge, a power station ... And one is an extraordinary pavilion, the Seed Cathedral, a celebration of growth and light.","['future', 'beautiful', 'architect', 'thomas', 'heatherwick', 'shows', 'five', 'recent', 'projects', 'featuring', 'ingenious', 'bio-inspired', 'designs', 'remakes', 'ordinary', 'bus', 'bridge', 'power', 'station', 'one', 'extraordinary', 'pavilion', 'seed', 'cathedral', 'celebration', 'growth', 'light']"
"We think of pain as a symptom, but there are cases where the nervous system develops feedback loops and pain becomes a terrifying disease in itself. Starting with the story of a girl whose sprained wrist turned into a nightmare, Elliot Krane talks about the complex mystery of chronic pain, and reviews the facts we're just learning about how it works and how to treat it.","['think', 'pain', 'symptom', 'cases', 'nervous', 'system', 'develops', 'feedback', 'loops', 'pain', 'becomes', 'terrifying', 'disease', 'starting', 'story', 'girl', 'whose', 'sprained', 'wrist', 'turned', 'nightmare', 'elliot', 'krane', 'talks', 'complex', 'mystery', 'chronic', 'pain', 'reviews', 'facts', 'just', 'learning', 'works', 'treat']"
"In the deep, dark ocean, many sea creatures make their own light for hunting, mating and self-defense. Bioluminescence expert Edith Widder was one of the first to film this glimmering world. At TED2011, she brings some of her glowing friends onstage, and shows more astonishing footage of glowing undersea life.","['deep', 'dark', 'ocean', 'many', 'sea', 'creatures', 'make', 'light', 'hunting', 'mating', 'self-defense', 'bioluminescence', 'expert', 'edith', 'widder', 'one', 'first', 'film', 'glimmering', 'world', 'ted', 'brings', 'glowing', 'friends', 'onstage', 'shows', 'astonishing', 'footage', 'glowing', 'undersea', 'life']"
"Featuring the vocals and mischievous bell-playing of accordionist and singer Rachelle Garniez, the TED House Band — led by Thomas Dolby on keyboard — delivers this delightful rendition of the Edith Piaf standard ""La Vie en Rose.""","['featuring', 'vocals', 'mischievous', 'bell-playing', 'accordionist', 'singer', 'rachelle', 'garniez', 'ted', 'house', 'band', 'led', 'thomas', 'dolby', 'keyboard', 'delivers', 'delightful', 'rendition', 'edith', 'piaf', 'standard', 'la', 'vie', 'en', 'rose']"
"Terry Moore found out he'd been tying his shoes the wrong way his whole life. In the spirit of TED, he takes the stage to share a better way. (Historical note: This was the very first 3-minute audience talk given from the TED stage, in 2005.)","['terry', 'moore', 'found', 'tying', 'shoes', 'wrong', 'way', 'whole', 'life', 'spirit', 'ted', 'takes', 'stage', 'share', 'better', 'way', 'historical', 'note', 'first', '-minute', 'audience', 'talk', 'given', 'ted', 'stage']"
"At the onstage introduction of Twirlr, a new social-sharing platform, someone forgets to silence their cell phone. And then ... this happens. (Song by Scott Brown and Anthony King; edit by Nathan Russell.)","['onstage', 'introduction', 'twirlr', 'new', 'social-sharing', 'platform', 'someone', 'forgets', 'silence', 'cell', 'phone', 'happens', 'song', 'scott', 'brown', 'anthony', 'king', 'edit', 'nathan', 'russell']"
"Artist Aaron Koblin takes vast amounts of data — and at times vast numbers of people — and weaves them into stunning visualizations. From elegant lines tracing airline flights to landscapes of cell phone data, from a Johnny Cash video assembled from crowd-sourced drawings to the ""Wilderness Downtown"" video that customizes for the user, his works brilliantly explore how modern technology can make us more human.","['artist', 'aaron', 'koblin', 'takes', 'vast', 'amounts', 'data', 'times', 'vast', 'numbers', 'people', 'weaves', 'stunning', 'visualizations', 'elegant', 'lines', 'tracing', 'airline', 'flights', 'landscapes', 'cell', 'phone', 'data', 'johnny', 'cash', 'video', 'assembled', 'crowd-sourced', 'drawings', 'wilderness', 'downtown', 'video', 'customizes', 'user', 'works', 'brilliantly', 'explore', 'modern', 'technology', 'can', 'make', 'us', 'human']"
"Polio is almost completely eradicated. But as Bruce Aylward says: Almost isn't good enough with a disease this terrifying. Aylward lays out the plan to continue the scientific miracle that ended polio in most of the world — and to snuff it out everywhere, forever.","['polio', 'almost', 'completely', 'eradicated', 'bruce', 'aylward', 'says', 'almost', 'good', 'enough', 'disease', 'terrifying', 'aylward', 'lays', 'plan', 'continue', 'scientific', 'miracle', 'ended', 'polio', 'world', 'snuff', 'everywhere', 'forever']"
"Iranian-born artist Shirin Neshat explores the paradox of being an artist in exile: a voice for her people, but unable to go home. In her work, she explores Iran pre- and post-Islamic Revolution, tracing political and societal change through powerful images of women.","['iranian-born', 'artist', 'shirin', 'neshat', 'explores', 'paradox', 'artist', 'exile', 'voice', 'people', 'unable', 'go', 'home', 'work', 'explores', 'iran', 'pre', 'post-islamic', 'revolution', 'tracing', 'political', 'societal', 'change', 'powerful', 'images', 'women']"
"Journalist Mustafa Akyol talks about the way that some local cultural practices (such as the seclusion of women) have become linked, in the popular mind, to the articles of faith of Islam. Has the world's general idea of the Islamic faith focused too much on tradition, and not enough on core beliefs?","['journalist', 'mustafa', 'akyol', 'talks', 'way', 'local', 'cultural', 'practices', 'seclusion', 'women', 'become', 'linked', 'popular', 'mind', 'articles', 'faith', 'islam', ""world's"", 'general', 'idea', 'islamic', 'faith', 'focused', 'much', 'tradition', 'enough', 'core', 'beliefs']"
"It's a master class in collaboration as violinist Robert Gupta and cellist Joshua Roman perform Halvorsen's ""Passacaglia"" for violin and viola. Roman takes the viola part on his Stradivarius cello. It's powerful to watch the two musicians connect moment to moment (and recover from a mid-performance hiccup). The two are both TED Fellows, and their deep connection powers this sparkling duet. ","['master', 'class', 'collaboration', 'violinist', 'robert', 'gupta', 'cellist', 'joshua', 'roman', 'perform', ""halvorsen's"", 'passacaglia', 'violin', 'viola', 'roman', 'takes', 'viola', 'part', 'stradivarius', 'cello', 'powerful', 'watch', 'two', 'musicians', 'connect', 'moment', 'moment', 'recover', 'mid-performance', 'hiccup', 'two', 'ted', 'fellows', 'deep', 'connection', 'powers', 'sparkling', 'duet']"
"How does one find authentic creativity? In his last talk before passing away, Malcolm McLaren tells remarkable stories from his own life, from failing school to managing the Sex Pistols. He argues that we're living in a karaoke culture, with false promises of instant success, and that messiness and failure are the key to true learning.","['one', 'find', 'authentic', 'creativity', 'last', 'talk', 'passing', 'away', 'malcolm', 'mclaren', 'tells', 'remarkable', 'stories', 'life', 'failing', 'school', 'managing', 'sex', 'pistols', 'argues', 'living', 'karaoke', 'culture', 'false', 'promises', 'instant', 'success', 'messiness', 'failure', 'key', 'true', 'learning']"
"Using robotics, laser rangefinders, GPS and smart feedback tools, Dennis Hong is building a car for drivers who are blind. It's not a ""self-driving"" car, he's careful to note, but a car in which a non-sighted driver can determine speed, proximity and route — and drive independently.","['using', 'robotics', 'laser', 'rangefinders', 'gps', 'smart', 'feedback', 'tools', 'dennis', 'hong', 'building', 'car', 'drivers', 'blind', 'self-driving', 'car', 'careful', 'note', 'car', 'non-sighted', 'driver', 'can', 'determine', 'speed', 'proximity', 'route', 'drive', 'independently']"
"Using simple, delightful illustrations, designer Stefan Sagmeister shares his latest thinking on happiness — both the conscious and unconscious kind. His seven rules for life and design happiness can (with some customizations) apply to everyone seeking more joy.","['using', 'simple', 'delightful', 'illustrations', 'designer', 'stefan', 'sagmeister', 'shares', 'latest', 'thinking', 'happiness', 'conscious', 'unconscious', 'kind', 'seven', 'rules', 'life', 'design', 'happiness', 'can', 'customizations', 'apply', 'everyone', 'seeking', 'joy']"
"Starting with the simple tale of an ant, philosopher Dan Dennett unleashes a devastating salvo of ideas, making a powerful case for the existence of memes — concepts that are literally alive.","['starting', 'simple', 'tale', 'ant', 'philosopher', 'dan', 'dennett', 'unleashes', 'devastating', 'salvo', 'ideas', 'making', 'powerful', 'case', 'existence', 'memes', 'concepts', 'literally', 'alive']"
"Physicists are used to the idea that subatomic particles behave according to the bizarre rules of quantum mechanics, completely different to human-scale objects. In a breakthrough experiment, Aaron O'Connell has blurred that distinction by creating an object that is visible to the unaided eye, but provably in two places at the same time. In this talk he suggests an intriguing way of thinking about the result.","['physicists', 'used', 'idea', 'subatomic', 'particles', 'behave', 'according', 'bizarre', 'rules', 'quantum', 'mechanics', 'completely', 'different', 'human-scale', 'objects', 'breakthrough', 'experiment', 'aaron', ""o'connell"", 'blurred', 'distinction', 'creating', 'object', 'visible', 'unaided', 'eye', 'provably', 'two', 'places', 'time', 'talk', 'suggests', 'intriguing', 'way', 'thinking', 'result']"
"Designer Jessi Arrington packed nothing for TEDActive but 7 pairs of undies, buying the rest of her clothes in thrift stores around LA. It's a meditation on conscious consumption — wrapped in a rainbow of color and creativity.","['designer', 'jessi', 'arrington', 'packed', 'nothing', 'tedactive', 'pairs', 'undies', 'buying', 'rest', 'clothes', 'thrift', 'stores', 'around', 'la', 'meditation', 'conscious', 'consumption', 'wrapped', 'rainbow', 'color', 'creativity']"
"Damon Horowitz reviews the enormous new powers that technology gives us: to know more — and more about each other — than ever before. Drawing the audience into a philosophical discussion, Horowitz invites us to pay new attention to the basic philosophy — the ethical principles — behind the burst of invention remaking our world. Where's the moral operating system that allows us to make sense of it?","['damon', 'horowitz', 'reviews', 'enormous', 'new', 'powers', 'technology', 'gives', 'us', 'know', 'ever', 'drawing', 'audience', 'philosophical', 'discussion', 'horowitz', 'invites', 'us', 'pay', 'new', 'attention', 'basic', 'philosophy', 'ethical', 'principles', 'behind', 'burst', 'invention', 'remaking', 'world', 'moral', 'operating', 'system', 'allows', 'us', 'make', 'sense']"
"Renowned paleontologist Jack Horner has spent his career trying to reconstruct a dinosaur. He's found fossils with extraordinarily well-preserved blood vessels and soft tissues, but never intact DNA. So, in a new approach, he's taking living descendants of the dinosaur (chickens) and genetically engineering them to reactivate ancestral traits — including teeth, tails, and even hands — to make a ""Chickenosaurus"".","['renowned', 'paleontologist', 'jack', 'horner', 'spent', 'career', 'trying', 'reconstruct', 'dinosaur', 'found', 'fossils', 'extraordinarily', 'well-preserved', 'blood', 'vessels', 'soft', 'tissues', 'never', 'intact', 'dna', 'new', 'approach', 'taking', 'living', 'descendants', 'dinosaur', 'chickens', 'genetically', 'engineering', 'reactivate', 'ancestral', 'traits', 'including', 'teeth', 'tails', 'even', 'hands', 'make', 'chickenosaurus']"
"Janet Echelman found her true voice as an artist when her paints went missing — which forced her to look to an unorthodox new art material. Now she makes billowing, flowing, building-sized sculpture with a surprisingly geeky edge. A transporting 10 minutes of pure creativity.","['janet', 'echelman', 'found', 'true', 'voice', 'artist', 'paints', 'went', 'missing', 'forced', 'look', 'unorthodox', 'new', 'art', 'material', 'now', 'makes', 'billowing', 'flowing', 'building-sized', 'sculpture', 'surprisingly', 'geeky', 'edge', 'transporting', 'minutes', 'pure', 'creativity']"
"Back in 2009, Paul Romer unveiled the idea for a ""charter city"" — a new kind of city with rules that favor democracy and trade. This year, at TED2011, he tells the story of how such a city might just happen in Honduras ... with a little help from his TEDTalk.","['back', 'paul', 'romer', 'unveiled', 'idea', 'charter', 'city', 'new', 'kind', 'city', 'rules', 'favor', 'democracy', 'trade', 'year', 'ted', 'tells', 'story', 'city', 'might', 'just', 'happen', 'honduras', 'little', 'help', 'tedtalk']"
"Alice Dreger works with people at the edge of anatomy, such as conjoined twins and intersexed people. In her observation, it's often a fuzzy line between male and female, among other anatomical distinctions. Which brings up a huge question: Why do we let our anatomy determine our fate?","['alice', 'dreger', 'works', 'people', 'edge', 'anatomy', 'conjoined', 'twins', 'intersexed', 'people', 'observation', 'often', 'fuzzy', 'line', 'male', 'female', 'among', 'anatomical', 'distinctions', 'brings', 'huge', 'question', 'let', 'anatomy', 'determine', 'fate']"
"Even when our lives appear fine from the outside, locked within can be a world of quiet suffering, leading some to the decision to end their life. At TEDYou, JD Schramm asks us to break the silence surrounding suicide and suicide attempts, and to create much-needed resources to help people who reclaim their life after escaping death. Resources: http://t.co/wsNrY9C","['even', 'lives', 'appear', 'fine', 'outside', 'locked', 'within', 'can', 'world', 'quiet', 'suffering', 'leading', 'decision', 'end', 'life', 'tedyou', 'jd', 'schramm', 'asks', 'us', 'break', 'silence', 'surrounding', 'suicide', 'suicide', 'attempts', 'create', 'much-needed', 'resources', 'help', 'people', 'reclaim', 'life', 'escaping', 'death', 'resources', 'http://t.co/wsnry9c']"
"Daniel Kraft offers a fast-paced look at the next few years of innovations in medicine, powered by new tools, tests and apps that bring diagnostic information right to the patient's bedside.","['daniel', 'kraft', 'offers', 'fast-paced', 'look', 'next', 'years', 'innovations', 'medicine', 'powered', 'new', 'tools', 'tests', 'apps', 'bring', 'diagnostic', 'information', 'right', ""patient's"", 'bedside']"
"How do you stage an international art show with work from 100 different artists? If you're Shea Hembrey, you invent all of the artists and artwork yourself — from large-scale outdoor installations to tiny paintings drawn with a single-haired brush. Watch this funny, mind-bending talk to see the explosion of creativity and diversity of skills a single artist is capable of.","['stage', 'international', 'art', 'show', 'work', 'different', 'artists', 'shea', 'hembrey', 'invent', 'artists', 'artwork', 'large-scale', 'outdoor', 'installations', 'tiny', 'paintings', 'drawn', 'single-haired', 'brush', 'watch', 'funny', 'mind-bending', 'talk', 'see', 'explosion', 'creativity', 'diversity', 'skills', 'single', 'artist', 'capable']"
Violinist Natalie MacMaster and TED Musical Director Thomas Dolby play Dolby’s original song “Blue Is a River” in this ethereal duet — with a little dancing.,"['violinist', 'natalie', 'macmaster', 'ted', 'musical', 'director', 'thomas', 'dolby', 'play', 'dolby’s', 'original', 'song', '“blue', 'river”', 'ethereal', 'duet', 'little', 'dancing']"
"Steve Keil fights the ""serious meme"" that has infected his home of Bulgaria — and calls for a return to play to revitalize the economy, education and society. A sparkling talk with a universal message for people everywhere who are reinventing their workplaces, schools, lives.","['steve', 'keil', 'fights', 'serious', 'meme', 'infected', 'home', 'bulgaria', 'calls', 'return', 'play', 'revitalize', 'economy', 'education', 'society', 'sparkling', 'talk', 'universal', 'message', 'people', 'everywhere', 'reinventing', 'workplaces', 'schools', 'lives']"
"Photographer Camille Seaman shoots icebergs, showing the world the complex beauty of these massive, ancient chunks of ice. Dive in to her photo slideshow, ""The Last Iceberg.""","['photographer', 'camille', 'seaman', 'shoots', 'icebergs', 'showing', 'world', 'complex', 'beauty', 'massive', 'ancient', 'chunks', 'ice', 'dive', 'photo', 'slideshow', 'last', 'iceberg']"
"Musician and inventor Onyx Ashanti demonstrates ""beatjazz"" — his music created with two handheld controllers, an iPhone and a mouthpiece, and played with the entire body. At TED's Full Spectrum Auditions, after locking in his beats and loops, he plays a 3-minute song that shares his vision for the future of music.","['musician', 'inventor', 'onyx', 'ashanti', 'demonstrates', 'beatjazz', 'music', 'created', 'two', 'handheld', 'controllers', 'iphone', 'mouthpiece', 'played', 'entire', 'body', ""ted's"", 'full', 'spectrum', 'auditions', 'locking', 'beats', 'loops', 'plays', '-minute', 'song', 'shares', 'vision', 'future', 'music']"
"Cellist Maya Beiser plays a gorgeous eight-part modern etude with seven copies of herself, and segues into a meditative music/video hybrid — using tech to create endless possibilities for transformative sound. Music is Steve Reich's ""Cello Counterpoint,"" with video from Bill Morrison, then David Lang's ""World to Come,"" with video by Irit Batsry.","['cellist', 'maya', 'beiser', 'plays', 'gorgeous', 'eight-part', 'modern', 'etude', 'seven', 'copies', 'segues', 'meditative', 'music/video', 'hybrid', 'using', 'tech', 'create', 'endless', 'possibilities', 'transformative', 'sound', 'music', 'steve', ""reich's"", 'cello', 'counterpoint', 'video', 'bill', 'morrison', 'david', ""lang's"", 'world', 'come', 'video', 'irit', 'batsry']"
"Bill Ford is a car guy — his great-grandfather was Henry Ford, and he grew up inside the massive Ford Motor Co. So when he worries about cars' impact on the environment, and about our growing global gridlock problem, it's worth a listen. His vision for the future of mobility includes ""smart roads,"" even smarter public transport and going green like never before.","['bill', 'ford', 'car', 'guy', 'great-grandfather', 'henry', 'ford', 'grew', 'inside', 'massive', 'ford', 'motor', 'co', 'worries', 'cars', 'impact', 'environment', 'growing', 'global', 'gridlock', 'problem', 'worth', 'listen', 'vision', 'future', 'mobility', 'includes', 'smart', 'roads', 'even', 'smarter', 'public', 'transport', 'going', 'green', 'like', 'never']"
"Daniel Tammet has linguistic, numerical and visual synesthesia — meaning that his perception of words, numbers and colors are woven together into a new way of perceiving and understanding the world. The author of ""Born on a Blue Day,"" Tammet shares his art and his passion for languages in this glimpse into his beautiful mind.","['daniel', 'tammet', 'linguistic', 'numerical', 'visual', 'synesthesia', 'meaning', 'perception', 'words', 'numbers', 'colors', 'woven', 'together', 'new', 'way', 'perceiving', 'understanding', 'world', 'author', 'born', 'blue', 'day', 'tammet', 'shares', 'art', 'passion', 'languages', 'glimpse', 'beautiful', 'mind']"
"Did you ever have a teacher who cared for you when no one else did? Jok Church tells a short, moving story of the teacher who sheltered him as a young gay teen and helped him grow — and how, many years later, he and his partner had the privilege of returning the favor.","['ever', 'teacher', 'cared', 'one', 'else', 'jok', 'church', 'tells', 'short', 'moving', 'story', 'teacher', 'sheltered', 'young', 'gay', 'teen', 'helped', 'grow', 'many', 'years', 'later', 'partner', 'privilege', 'returning', 'favor']"
"Artist-technologist Honor Harger listens to the weird and wonderful noises of stars and planets and pulsars. In her work, she tracks the radio waves emitted by ancient celestial objects and turns them into sound, including ""the oldest song you will ever hear,"" the sound of cosmic rays left over from the Big Bang.","['artist-technologist', 'honor', 'harger', 'listens', 'weird', 'wonderful', 'noises', 'stars', 'planets', 'pulsars', 'work', 'tracks', 'radio', 'waves', 'emitted', 'ancient', 'celestial', 'objects', 'turns', 'sound', 'including', 'oldest', 'song', 'will', 'ever', 'hear', 'sound', 'cosmic', 'rays', 'left', 'big', 'bang']"
